,Unnamed: 0,entity_id,osmid,y,x,category_slug,province_id,name,address,total_connectors,connector_array
10,10,28783,2186605986,21.0500544,105.9160505,car_charging_station,2483.0,"Vincom Plaza Long Biên, hầm B1","Hầm B1, Vincom Plaza Long Biên, phường Phúc Lợi",8,"[1, 0, 1, 1, 3, 2, 0, 0, 0, 0, 0, 0]"
11,11,28784,2186603373,21.0503458,105.917695,car_charging_station,2483.0,Vinhomes Symphony - Khu Văn Phòng,"Hầm tòa S6, cột G15, Vinhomes Symphony, đường Chu Huy Mân, phường Phúc Lợi",5,"[0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
12,12,28785,2186603373,21.0503458,105.917695,car_charging_station,2483.0,Vinhomes Symphony - Khu cư dân,"Hầm tòa S6, cột G15, Vinhomes Symphony, đường Chu Huy Mân, phường Phúc Lợi",5,"[0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
13,13,28786,4955947858,20.9980913,105.8677087,car_charging_station,2483.0,"Vinhomes Times City, Tòa Văn phòng T14 - Hầm B1","Hầm B1, T14, khu đô thị Vinhomes Times City, số 458 Minh Khai, phường Vĩnh Tuy",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
14,14,28788,311718963,21.0663962,105.8265473,car_charging_station,2483.0,Tòa nhà SomerSet West Point - Hầm B3,"Hầm B3, tòa SomerSet West Point, số 2, đường Tây Hồ, phường Quảng An",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
15,15,28792,6405730789,21.0096905,105.8154172,car_charging_station,2483.0,Đại lý Ô tô VinFast Newway,"Đại lý ô tô VinFast Newway, số 183, đường Yên Lãng (số 358, đường Láng)",2,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
16,16,28804,5821908097,20.9802287,105.7669714,car_charging_station,2483.0,Bãi đỗ xe Trường Quốc tế Nhật Bản,"Hầm tòa nhà CBNV, trường Quốc Tế Nhật Bản, Số 84B, Đường Nguyễn Thanh Bình, phường Vạn Phúc",3,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
17,17,28805,2186605986,21.0500544,105.9160505,car_charging_station,2483.0,"Vincom Plaza Long Biên, Sảnh chính","Sảnh chính Vincom Plaza Long Biên, đường Hoa Phượng, khu đô thị Vinhomes Riveside",20,"[8, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4]"
18,18,28814,5317564648,20.9984951,105.7218867,car_charging_station,2483.0,"Vinhomes Thăng Long, Nam An Khánh","Khu đô thị Nam An Khánh, địa phận 2 xã An Khánh, An Thượng",7,"[0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0]"
19,19,28816,5821768404,21.0711377,105.7853071,car_charging_station,2483.0,Showroom VinFast Phạm Văn Đồng,"Số 166, đường Phạm Văn Đồng, phường Xuân Đỉnh",2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
20,20,28821,5721658473,21.0543086,105.8891405,car_charging_station,2483.0,Showroom VinFast Chevrolet Đại Việt,"Showroom VinFast Chevrolet Đại Việt, số 1, đường Nguyễn Văn Linh, phường Gia Thụy",3,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
21,21,28829,5716980983,21.0333172,105.77982,car_charging_station,2483.0,Đại lý Ô tô VinFast Mỹ Đình,"Số 8 Phạm Hùng, phường Mai Dịch",2,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
22,22,28831,3779125483,20.9324167,105.8505918,car_charging_station,2483.0,Chung cư Tecco Skyville,"Hầm B2, chung cư Tecco Skyvile, đường Quang Lai, xã Tứ Hiệp",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
23,23,28832,5710580324,20.9327814,105.8509085,car_charging_station,2483.0,Chung cư Tecco Garden,"Hầm chung cư Tecco Garden, đường Quang Lai, xã Tứ Hiệp",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
24,24,28839,7249576487,21.0052402,105.7389224,car_charging_station,2483.0,"Vinhomes Smart City, hầm Lô F4 CH01, tòa S2.02","Hầm Lô F4-CH01 tòa S2.02, Vinhomes Smart City, phường Tây Mỗ",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
25,25,28840,7846192751,21.0093593,105.7376699,car_charging_station,2483.0,"Vinhomes Smart City, hầm SF1, tòa S1.01","Hầm nhà xe SF1, tòa S1.01, Vinhomes Smart City, phường Tây Mỗ",16,"[8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]"
26,26,28845,5716448548,20.9858038,105.7991868,car_charging_station,2483.0,Đại học Công nghệ Giao thông vận tải,"Đại học Công nghệ Giao thông vận tải, 54 Phố Triều Khúc, phường Thanh Xuân Nam",2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
27,27,28855,4780704494,21.0034939,105.634966,car_charging_station,2483.0,Đại lý Ô tô VinFast Hà Thành,"Đại lý ô tô VinFast Mỹ Đình 3, khu công nghiệp Thạch Thất",24,"[0, 0, 0, 0, 0, 2, 22, 0, 0, 0, 0, 0]"
28,28,28856,7262861403,20.9907211,105.9413333,car_charging_station,2483.0,"Vinhomes Ocean Park, hầm B2 chung cư 01","Hầm nhà xe B2-CC01, Vinhomes Ocean Park, xã Đa Tốn",4,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
29,29,28857,7262861335,20.9910261,105.955613,car_charging_station,2483.0,"Vinhomes Ocean Park, hầm nhà xe nổi Hải Âu CCTP11","Hầm nhà xe nổi  Hải Âu, Vinhomes Ocean Park, xã Đa Tốn",5,"[0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
30,30,28858,4048412940,21.0144732,105.7817209,car_charging_station,2483.0,Bãi đỗ xe Mễ Trì,"Hầm B1, bãi đỗ xe Mễ Trì, số 3, đường Mễ Trì Hạ, phường Mễ Trì Hạ",6,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
31,31,28859,7262861376,20.9951996,105.9414809,car_charging_station,2483.0,"Vinhomes Ocean Park, Hầm chung cư S1.05- S1.07","Hầm chung cư S1.05- S1.07, Vinhomes Ocean Park, xã Đa Tốn",4,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,32,28860,7262861379,20.994039,105.9435011,car_charging_station,2483.0,"Vinhomes Ocean Park, Hầm chung cư S1.01-S1.03","Hầm chung cư S1.01-S1.03, Vinhomes Ocean Park, xã Đa Tốn",4,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,33,28861,8771187023,21.0089986,105.7440155,car_charging_station,2483.0,Vinhomes Smart City - Tầng hầm nhà xe nổi F2,"Tầng hầm nhà xe nổi F2, Vinhomes Smart City, phường Tây Mỗ",10,"[4, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0]"
34,34,28863,11085547283,21.0023334,105.9431049,car_charging_station,2483.0,"Vinhomes Ocean Park, hầm B5 chung cư 02","Nhà xe nổi B5, chung cư 01- PK4, Vinhomes Ocean Park, xã Đa Tốn",5,"[0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
35,35,28867,5831398994,21.0017673,105.814378,car_charging_station,2483.0,"Vinhomes Royal City - Hầm B3, QQ17","Tòa R6 - Hầm B3 - Cột 17/QQ, Vinhomes Royal Ctiy, 72A Nguyễn Trãi, phường Thượng Đình",10,"[0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0]"
36,36,28868,4912013422,21.051396,105.7812246,car_charging_station,2483.0,Vincom Plaza Bắc Từ Liêm - Hầm B1,"Hầm B1 Vincom Plaza Bắc Từ Liêm, số 234, đường Phạm Văn Đồng",8,"[2, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0]"
37,37,28878,8333311849,20.9950056,105.9587093,car_charging_station,2483.0,Vincom Mega Mall Ocean Park,"Bãi đỗ xe TTTM Ocean Park, khu đô thị Vinhomes Ocean Park, xã Kiêu Kỵ",9,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 5]"
38,38,28879,8219701584,21.0051532,105.7543068,car_charging_station,2483.0,"Vincom Mega Mall Smart City, bên cạnh TTTM","Bãi xe ngoài trời, bên sườn Vincom Mega Mall Smart City",12,"[1, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, 2]"
39,39,28880,1699561405,21.0117028,105.7868004,car_charging_station,2483.0,Vinhomes West Point,"Hầm xe, Vinhomes West Point, góc ngã tư giao cắt giữa 2 tuyến đường Đỗ Đức Dục và Phạm Hùng",6,"[0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
40,40,28902,5677459808,20.9994479,105.5428227,car_charging_station,2483.0,Nhà máy VinSmart Hòa Lạc,"Nhà máy VinSmart Hòa Lạc, xã Hạ bằng",10,"[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0]"
41,41,28910,9414799498,20.989729,105.9487574,car_charging_station,2483.0,Đại học VinUni,"Bãi đỗ xe trường đại học VinUni, Khu đô thị Vinhomes Ocean Park, xã Kiêu Kỵ",4,"[0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]"
42,42,28911,7262861376,20.9951996,105.9414809,car_charging_station,2483.0,"Vinhomes Ocean Park, hầm B3CC02","Nhà xe nổi PK3, B3CC02, Vinhomes Ocean Park, xã Đa Tốn",10,"[0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
43,43,28922,2186603277,21.0450249,105.9173709,car_charging_station,2483.0,Vinhomes Riverside Almaz,"Hầm Almaz, G04, Vinhomes Riverside, đường Hoa Lan, phường Phúc Lợi",6,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
44,44,28926,8336621379,21.1983841,105.8198238,car_charging_station,2483.0,Cửa hàng xăng dầu Total Phú Minh,"Cửa hàng xăng dầu Total Phú Minh, thôn Thắng Lợi, xã Phú Minh",2,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
45,45,28938,7262861398,20.9951119,105.944205,car_charging_station,2483.0,"Vinhomes Ocean Park, hầm S1 10-12,","Hầm S1 10-12, Vinhomes Ocean Park, xã Đa Tốn",6,"[0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
46,46,28942,4955947860,20.9968455,105.8675617,car_charging_station,2483.0,Vinmec Times City,"Hầm B2 bệnh viện Vinmec, số 458 Minh Khai, phường Vĩnh Tuy",6,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
47,47,28951,5674347102,21.0060273,105.8310576,car_charging_station,2483.0,Văn phòng Coninco Tower,"Hầm B3 văn phòng Coninco Tower, số 4 Phố Tôn Thất Tùng, phường Trung Tự",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
48,48,28954,7617606535,20.9727404,105.8393355,car_charging_station,2483.0,Chung cư Eco Lake View HH3,"Hầm Chung cư Eco Lake View, tòa HH3 Eco Lake View, Số 32, Đường Đại Từ, phường Đại Kim",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
49,49,28956,5707116455,20.9731467,105.8388832,car_charging_station,2483.0,Chung cư Eco Lake View HH2,"Chung cư Eco Lake View, tòa HH2 Eco Lake View, Số 32, Đường Đại Từ, phường Đại Kim",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
50,50,28958,5678425199,20.9314637,105.7904112,car_charging_station,2483.0,Bãi đỗ xe khu liên hợp thị trấn Thanh Hà,"Bãi đỗ xe khu liên hợp thị trấn Thanh Hà, tầng 1 tòa nhà Ban quản ý dự án, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
51,51,28959,8831335670,20.9339542,105.7920916,car_charging_station,2483.0,Chung cư khu đô thị Thanh Hà B1.4 HH01 tòa A-B-C,"B1.4 HH01 tòa A-B-C, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
52,52,28960,5700971714,20.9381428,105.7867958,car_charging_station,2483.0,Chung cư khu đô thị Thanh Hà B2.1 HH03 tòa A-B-C,"B2.1 HH03 tòa A-B-C, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
53,53,28961,98026475,21.0064882,105.8316381,car_charging_station,2483.0,Vincom Center Phạm Ngọc Thạch - Hầm B3,"Hầm B3 TTTM Vincom Center Phạm Ngọc Thạch, số 2 Phạm Ngọc Thạch, phường Trung Tự",6,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
54,54,28971,7325043786,20.9362337,105.7861435,car_charging_station,2483.0,Chung cư khu đô thị Thanh Hà B2.1 HH02 tòa D-E,"B2.1 HH02 tòa D-E, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
55,55,28972,8334699851,20.9365019,105.7868843,car_charging_station,2483.0,Chung cư khu đô thị Thanh Hà B2.1 HH02 tòa A-B-C,"B2.1 HH02 tòa A-B-C, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
56,56,28974,5698561351,20.9241591,105.7862785,car_charging_station,2483.0,Chung cư khu đô thị Thanh Hà B1.4 HH02 tòa 2A-2B-2C,"B1.4 HH02 tòa nhà Ban quản lý dự án, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
57,57,28976,5700971792,20.9392438,105.7883026,car_charging_station,2483.0,Chung cư khu đô thị Thanh Hà B2.1 HH03 tòa D-E-F,"B2.1 HH03 tòa D-E-F, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
58,58,28977,8334530514,20.929244,105.7883179,car_charging_station,2483.0,Chung cư khu đô thị Thanh Hà B1.4 HH02 tòa 1A-1B-1C,"B1.4 HH02 tòa 1A-1B-1C, lô CT1 khu đô thị Thanh Hà B, Cienco 5, xã Cự Khê",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
59,59,28978,7846192761,21.0018836,105.7376045,car_charging_station,2483.0,"Vinhomes Smart City, hầm xe tòa F4 CH03","Hầm xe Tòa F4 CH03, tòa S3.01, Vinhomes Smart City, phường Tây Mỗ",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
60,60,28979,320101381,21.0434901,105.8185603,car_charging_station,2483.0,Khách sạn Somerset West Lake Hanoi,"Khách sạn Somerset West Lake Hanoi, số 254 Thụy Khê",6,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
61,61,28986,8835209124,21.2072387,105.4163577,car_charging_station,2483.0,Siêu thị Lan Chi Ba Vì,"Siêu thị Lan Chi Ba Vì, quốc lộ 32, xã Vật Lại",7,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1]"
62,62,28992,8341988844,21.000156,105.7993421,car_charging_station,2483.0,Chung cư Việt Đức Complex,"Hầm B2 cột D-H2-12, tòa nhà Viet Duc Complex, ngõ 164 Khuất Duy Tiến, phường Nhân Chính",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
63,63,29000,10151536154,20.9671594,105.770571,car_charging_station,2483.0,Chung cư Bình Vượng Tower,"Hầm B2, chung cư Bình Vượng Tower, 200 Quang Trung",3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
64,64,29001,106380346,20.9842244,105.8461285,car_charging_station,2483.0,TTTM Trương Định Plaza,"TTTM Trương Định Plaza, số 461 Trương Định, phường Tân Mai",4,"[0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]"
65,65,29010,7617590434,20.9732657,105.8388774,car_charging_station,2483.0,Chung cư Eco Lake View HH1,"Hầm Chung cư Eco Lake View, tòa HH1 Eco Lake View, Số 32, Đường Đại Từ, phường Đại Kim",6,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
66,66,29018,11085547284,21.0005704,105.9444996,car_charging_station,2483.0,"Vinhomes Ocean Park, hầm  Ruby 01-05 ","Hầm Ruby 01-05., Vinhomes Ocean Park, xã Đa Tốn",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67,67,29021,1691398156,21.031536,105.7799191,car_charging_station,2483.0,Chung cư Dreamland Bonanza,"Hầm B2 chung cư Dreamland Bonanza, 23 phố Duy Tân",3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
68,68,29052,2187277543,21.0593415,105.9144844,car_charging_station,2483.0,Chung cư Happy Star Tower,"Bãi đỗ xe chung cư Happy Star Tower, phường Giang Biên",12,"[4, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0]"
69,69,29054,3780973816,21.0186586,105.9058341,car_charging_station,2483.0,Chung cư CT2A Thạch Bàn,"Bãi đỗ xe ngoài trời chung cư CT2A Thạch Bàn, tổ 17, phường Thạch Bàn",12,"[4, 0, 0, 4, 0, 2, 2, 0, 0, 0, 0, 0]"
70,70,29055,8333322760,21.1233994,105.520751,car_charging_station,2483.0,Trạm dừng nghỉ Sữa Ất Thảo 5,"Trạm dừng nghỉ Sữa Ất Thảo 5, km40, quốc lộ 32, xã Tích Giang",6,"[0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0]"
71,71,29058,445255442,21.0400077,105.8059033,car_charging_station,2483.0,Chung cư Bộ Kế hoạch và Đầu tư,"Bãi đỗ xe mặt đất, chung cư Bộ Kế hoạch và Đầu tư, ngõ 1 Đông Quan, phường Quan Hoa",2,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,72,29061,5709923606,21.0063062,105.793497,car_charging_station,2483.0,TTTM Big C Thăng Long,"Bãi đỗ xe TTTM Big C Thăng Long, số 222 Trần Duy Hưng, phường Trung Hoà",13,"[4, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 3]"
73,73,29077,5718909859,21.0446127,105.7682347,car_charging_station,2483.0,Chung cư Vinaconex7 Cầu Giấy,"Bãi đỗ xe Ngoài trời, chung cư Vinaconex7, số 136 Hồ Tùng Mậu, phường Cầu Diễn",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,74,29078,5716565948,21.0422252,105.7595458,car_charging_station,2483.0,Chung cư Intracom 2,"Hầm B1 - Tòa nhà Intracom 2 - Số 33 Cầu Diễn, phường Phúc Diễn",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,75,29079,8831301222,21.0539323,105.8764455,car_charging_station,2483.0,Chung cư Rice City sông Hồng,"Bãi đỗ xe ngoài trời chung cư Rice City Sông Hồng, Đường Gia Quất",8,"[0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0]"
76,76,29081,10902702721,21.0565219,105.8845623,car_charging_station,2483.0,Chung cư Hà Nội Homeland,"Hầm B2 C10, chung cư Homeland, ngõ 29 Thượng Thanh, phường Thượng Thanh",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,77,29084,3880274575,21.0393866,105.9070647,car_charging_station,2483.0,Chung cư Sunrise Long Biên,"Bãi đỗ xe ngoài trời chung cư Sunrise Building, phường Phúc Đồng",2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
78,78,29085,4350980955,20.9802242,105.814067,car_charging_station,2483.0,Chung cư A15 Bộ Công An,"Bãi đỗ xe trên sảnh B tòa chung cư A15 đường Kim Giang, phường Đại Kim",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
79,79,29088,2366827480,21.0097738,105.8483954,car_charging_station,2483.0,Chung cư Hoa Lư,"Tầng hầm nhà chung cư số 10 Hoa Lư, phường Lê Đại Hành",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
80,80,29089,11770962715,20.6900164,105.7491492,car_charging_station,2483.0,TTTM Hiền Lương,"TTTM Hiền Lương, thôn Đinh Xuyên, xã Hòa Nam",4,"[1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0]"
81,81,29090,1692612496,21.0130853,105.7914196,car_charging_station,2483.0,Chung cư B10B Nam Trung Yên,"Tầng 1, Nhà chung cư B10B, Khu đô thị Nam Trung Yên",8,"[0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
82,82,29093,8818791448,21.2305958,105.360191,car_charging_station,2483.0,Cửa hàng xăng dầu Phú Sơn,"Thôn Trung Hà, xã Thái Hòa",2,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
83,83,29095,5683603658,21.1982956,105.7764378,car_charging_station,2483.0,Cửa hàng xăng dầu Quang Minh,"Cửa hàng xăng dầu Quang Minh, thôn Gia Tân, thị trấn Quang Minh",2,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
84,84,29099,11780543855,21.1037921,105.4150384,car_charging_station,2483.0,Trạm dừng nghỉ sữa Chị Vàng,"Cửa hàng sữa Thực Huyền hiệu Chị Vàng, thôn Việt Long, xã Tản Lĩnh",4,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
85,85,29105,1221938646,20.96548,105.8519435,car_charging_station,2483.0,"Gamuda City, bãi xe công viên Yên Sở","Gamuda City, bãi xe công viên Yên Sở, quốc lộ 1A, phường Thịnh Liệt",11,"[0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1]"
86,86,29106,5686496175,20.9604116,105.8595704,car_charging_station,2483.0,"Gamuda City, bãi xe khu TTTM","Bãi xe khu TTTM, Gamuda City, quốc lộ 1A, phường Thịnh Liệt",12,"[4, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0]"
87,87,29114,12337274507,21.0399736,105.7411663,car_charging_station,2483.0,"Đại lý Ô tô VinFast, Chevrolet Thăng Long","Đại lý ô tô VinFast, Chevrolet Thăng Long, số 68 Trịnh Văn Bô, phường Xuân Phương",5,"[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
88,88,29115,5114531860,21.0666677,105.8012688,car_charging_station,2483.0,Tòa nhà N04A Ngoại giao đoàn,"Tòa nhà N04A Ngoại giao đoàn, khu Ngoại giao đoàn, phường Xuân Tảo",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
89,89,29116,4443411643,21.0641355,105.7975828,car_charging_station,2483.0,Tòa nhà N01T8 Ngoại giao đoàn,"Tòa nhà N01T8 Ngoại giao đoàn, khu Ngoại giao đoàn, phường Xuân Tảo",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,90,29117,13061473712,20.9559971,105.7565721,car_charging_station,2483.0,Chung cư Vinaconex 21,"Chung cư Vinaconex 21, ngõ 804 Quang Trung, phường Phú La",3,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
91,91,29118,5678423891,20.9590976,105.7414111,car_charging_station,2483.0,Chung cư Xuân Mai Complex tòa A-B-C-D-E,"Bãi đỗ xe tầng hầm B2, tòa nhà A,B,C,D,E thuộc cụm chung cư HH2, khu đô thị mới Dương Nội",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
92,92,29119,5678423893,20.9591636,105.7413393,car_charging_station,2483.0,Chung cư Xuân Mai Complex tòa F-G-H-K-L,"Bãi đỗ xe tầng hầm B2, tòa nhà F,G,H,K,L thuộc cụm chung cư HH2, khu đô thị mới Dương Nội",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
93,93,29126,5000023771,21.0262336,105.8946778,car_charging_station,2483.0,Chung cư Northern Diamond,"Bãi đỗ xe ngoài trời, chung cư Northern Diamond, 99 Phố Đàm Quang Trung, phường Long Biên",15,"[7, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]"
94,94,29134,5716452307,20.9643464,105.8224963,car_charging_station,2483.0,Chung cư CT4A1 Tây Nam Linh Đàm,"Chung cư CT4A1 Tây Nam Linh Đàm, phường Hoàng Liệt",6,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
